customer_id,segment,R,F,M,RFM_Score,recency_days,frequency,monetary,avg_order_value,ticket_count,unresolved_tickets,return_rate,session_count,discount_usage_rate,churn_label
CUST00070,New Customers,4.0,1.0,1.0,6.0,38,1,542.98,542.98,0.0,0,0.0,1,1.0,1
CUST00071,New Customers,4.0,1.0,3.0,8.0,32,1,2062.5,2062.5,1.0,0,0.0,1,1.0,1
CUST00072,At-Risk High Value,2.0,1.0,4.0,7.0,90,4,2587.02,646.755,0.0,0,0.0,1,0.75,1
CUST00073,Promising,5.0,2.0,5.0,12.0,8,5,4077.07,815.414,0.0,0,0.0,1,0.8,0
CUST00074,Dormant,5.0,1.0,3.0,9.0,7,4,2523.65,630.9125,1.0,0,0.25,1,1.0,0
CUST00075,High Value Unhappy,5.0,3.0,5.0,13.0,3,9,6791.61,754.6233333333333,4.0,0,0.0,1,1.0,0
CUST00076,New Customers,5.0,1.0,2.0,8.0,20,2,1385.27,692.635,0.0,0,0.0,1,1.0,0
CUST00077,Dormant,2.0,1.0,1.0,4.0,109,1,394.32,394.32,0.0,0,0.0,1,1.0,1
CUST00078,Dormant,2.0,1.0,2.0,5.0,139,1,894.45,894.45,1.0,0,1.0,1,1.0,1
CUST00079,Dormant,1.0,1.0,1.0,3.0,191,1,619.57,619.57,0.0,0,0.0,1,1.0,1
CUST00080,Dormant,3.0,1.0,4.0,8.0,50,3,2563.41,854.4699999999999,0.0,0,0.0,1,1.0,0
CUST00081,High Value Unhappy,5.0,3.0,5.0,13.0,19,8,5311.16,663.895,3.0,0,0.25,1,0.75,0
CUST00082,At-Risk High Value,1.0,1.0,3.0,5.0,254,3,1671.25,557.0833333333334,0.0,0,0.0,1,1.0,1
CUST00083,Dormant,2.0,1.0,2.0,5.0,89,2,806.87,403.435,1.0,0,0.5,1,1.0,1
CUST00084,Dormant,1.0,1.0,2.0,4.0,167,1,1273.18,1273.18,0.0,0,0.0,1,1.0,1
CUST00085,New Customers,5.0,1.0,2.0,8.0,14,1,1257.8,1257.8,0.0,0,0.0,1,1.0,1
CUST00086,Promising,4.0,2.0,3.0,9.0,21,5,2195.41,439.082,1.0,0,0.0,1,1.0,0
CUST00087,New Customers,4.0,1.0,2.0,7.0,44,1,933.58,933.58,0.0,0,0.0,1,1.0,0
CUST00088,At-Risk High Value,2.0,4.0,5.0,11.0,98,12,6774.5,564.5416666666666,1.0,0,0.0,1,1.0,1
CUST00089,At-Risk High Value,1.0,1.0,4.0,6.0,165,2,2825.75,1412.875,0.0,0,0.0,1,1.0,1
CUST00090,Dormant,3.0,1.0,3.0,7.0,80,4,1966.31,491.5775,1.0,0,0.0,1,1.0,0
CUST00091,At-Risk High Value,2.0,1.0,4.0,7.0,90,4,3726.87,931.7175,1.0,0,0.0,1,1.0,0
CUST00092,New Customers,4.0,1.0,1.0,6.0,21,1,430.85,430.85,0.0,0,0.0,1,1.0,0
CUST00093,Dormant,3.0,1.0,1.0,5.0,85,1,759.64,759.64,0.0,0,0.0,1,1.0,1
CUST00094,High Value Unhappy,1.0,1.0,4.0,6.0,183,4,3557.43,889.3575,2.0,0,0.0,1,1.0,1
CUST00095,Dormant,3.0,1.0,1.0,5.0,65,1,372.65,372.65,1.0,0,0.0,1,1.0,1
CUST00096,Dormant,3.0,1.0,3.0,7.0,61,3,1563.75,521.25,1.0,0,0.3333333333333333,1,1.0,0
CUST00097,High Value Unhappy,5.0,2.0,5.0,12.0,1,7,4703.46,671.9228571428572,2.0,0,0.14285714285714285,1,1.0,0
CUST00098,At-Risk High Value,1.0,1.0,3.0,5.0,184,2,1843.57,921.785,1.0,0,0.0,1,1.0,1
CUST00099,At-Risk High Value,2.0,2.0,4.0,8.0,144,5,3410.87,682.174,1.0,0,0.0,1,1.0,0
CUST00100,Dormant,3.0,1.0,1.0,5.0,70,1,372.37,372.37,0.0,0,0.0,1,1.0,0
CUST00101,High Value Unhappy,2.0,2.0,4.0,8.0,108,5,3514.87,702.9739999999999,2.0,0,0.0,1,1.0,1
CUST00102,Dormant,3.0,1.0,1.0,5.0,83,1,732.65,732.65,0.0,0,0.0,1,1.0,0
CUST00103,New Customers,4.0,1.0,2.0,7.0,21,1,1469.96,1469.96,0.0,0,0.0,1,1.0,0
CUST00104,Dormant,2.0,1.0,2.0,5.0,93,1,955.63,955.63,0.0,0,0.0,1,1.0,1
CUST00105,New Customers,4.0,1.0,3.0,8.0,46,1,2052.43,2052.43,0.0,0,0.0,1,1.0,0
CUST00106,Promising,3.0,2.0,5.0,10.0,61,7,4352.11,621.7299999999999,1.0,0,0.0,1,1.0,1
CUST00107,Dormant,5.0,1.0,4.0,10.0,12,3,3548.15,1182.7166666666667,0.0,0,0.0,1,1.0,0
CUST00108,New Customers,4.0,1.0,2.0,7.0,44,1,1074.5,1074.5,1.0,0,1.0,1,1.0,1
CUST00109,At-Risk High Value,2.0,2.0,4.0,8.0,92,5,3837.05,767.4100000000001,0.0,0,0.0,1,1.0,0
CUST00110,High Value Unhappy,4.0,2.0,4.0,10.0,35,6,3922.07,653.6783333333334,2.0,0,0.0,1,0.8333333333333334,1
CUST00111,Dormant,1.0,1.0,2.0,4.0,178,1,1135.09,1135.09,0.0,0,0.0,1,1.0,1
CUST00112,Promising,5.0,3.0,5.0,13.0,0,8,5576.25,697.03125,1.0,0,0.125,1,0.875,0
CUST00113,New Customers,4.0,1.0,3.0,8.0,28,2,1601.31,800.655,0.0,0,0.0,1,1.0,0
CUST00114,At-Risk High Value,1.0,2.0,5.0,8.0,239,6,5133.53,855.5883333333333,1.0,0,0.0,1,1.0,1
CUST00115,Dormant,1.0,1.0,1.0,3.0,159,1,596.54,596.54,1.0,0,0.0,1,1.0,1
CUST00116,At-Risk High Value,2.0,2.0,5.0,9.0,143,6,5635.9,939.3166666666666,0.0,0,0.0,1,1.0,1
CUST00117,At-Risk High Value,2.0,1.0,3.0,6.0,123,4,2534.33,633.5825,0.0,0,0.0,1,1.0,1
CUST00118,New Customers,4.0,1.0,1.0,6.0,27,1,689.56,689.56,0.0,0,0.0,1,1.0,0
CUST00119,Dormant,3.0,1.0,4.0,8.0,69,3,2848.36,949.4533333333334,1.0,0,0.0,1,1.0,0
CUST00120,New Customers,4.0,1.0,1.0,6.0,26,1,261.95,261.95,0.0,0,0.0,1,1.0,0
CUST00121,New Customers,4.0,1.0,3.0,8.0,27,2,2496.0299999999997,1248.0149999999999,0.0,0,0.0,1,1.0,0
CUST00122,At-Risk High Value,2.0,1.0,3.0,6.0,106,2,2048.93,1024.465,0.0,0,0.0,1,1.0,1
CUST00123,High Value Unhappy,2.0,2.0,4.0,8.0,102,6,2989.07,498.17833333333334,3.0,0,0.16666666666666666,1,1.0,0
CUST00124,At-Risk High Value,1.0,1.0,4.0,6.0,194,4,2570.5,642.625,0.0,0,0.0,1,1.0,1
CUST00125,New Customers,5.0,1.0,3.0,9.0,8,2,1698.4,849.2,0.0,0,0.0,1,1.0,0
CUST00126,Dormant,3.0,1.0,2.0,6.0,57,2,1260.02,630.01,0.0,0,0.0,1,1.0,1
CUST00127,New Customers,4.0,1.0,1.0,6.0,24,2,729.55,364.775,0.0,0,0.0,1,1.0,0
CUST00128,New Customers,5.0,1.0,3.0,9.0,19,2,1716.68,858.34,0.0,0,0.0,1,1.0,0
CUST00129,High Value Unhappy,3.0,1.0,4.0,8.0,83,3,3369.08,1123.0266666666666,2.0,0,0.3333333333333333,1,1.0,0
CUST00130,Dormant,2.0,1.0,2.0,5.0,88,1,1272.47,1272.47,0.0,0,0.0,1,1.0,0
CUST00131,Promising,3.0,2.0,5.0,10.0,67,6,6830.01,1138.335,0.0,0,0.0,1,1.0,1
CUST00132,At-Risk High Value,2.0,2.0,5.0,9.0,117,5,4876.780000000001,975.3560000000001,0.0,0,0.0,1,1.0,1
CUST00133,Promising,3.0,3.0,5.0,11.0,54,8,5982.58,747.8225,1.0,0,0.0,1,1.0,0
CUST00134,High Value Unhappy,4.0,2.0,5.0,11.0,35,5,4075.34,815.068,3.0,0,0.2,1,1.0,0
CUST00135,At-Risk High Value,1.0,1.0,3.0,5.0,333,4,2534.18,633.545,0.0,0,0.0,1,1.0,1
CUST00136,Dormant,3.0,1.0,1.0,5.0,71,1,514.9,514.9,0.0,0,0.0,1,1.0,1
CUST00137,Dormant,1.0,1.0,2.0,4.0,177,2,1035.87,517.935,0.0,0,0.0,1,1.0,1
CUST00138,Dormant,3.0,1.0,2.0,6.0,61,1,905.11,905.11,0.0,0,0.0,1,1.0,0
CUST00139,New Customers,4.0,1.0,3.0,8.0,28,2,1715.4,857.7,2.0,0,0.0,1,1.0,0
CUST00140,High Value Unhappy,5.0,1.0,4.0,10.0,6,4,3768.34,942.085,2.0,0,0.0,1,1.0,0
CUST00141,New Customers,4.0,1.0,1.0,6.0,28,1,647.85,647.85,0.0,0,0.0,1,1.0,0
CUST00142,At-Risk High Value,1.0,2.0,3.0,6.0,169,5,1880.0,376.0,0.0,0,0.0,1,1.0,1
CUST00143,Promising,4.0,2.0,5.0,11.0,32,6,7407.96,1234.66,0.0,0,0.0,1,0.8333333333333334,0
CUST00144,High Value Unhappy,2.0,3.0,5.0,10.0,86,9,6186.54,687.3933333333333,3.0,0,0.1111111111111111,1,1.0,0
CUST00145,New Customers,4.0,1.0,1.0,6.0,30,1,502.35,502.35,0.0,0,0.0,1,1.0,1
CUST00146,At-Risk High Value,2.0,2.0,5.0,9.0,108,5,5942.68,1188.536,1.0,0,0.2,1,1.0,0
CUST00147,Dormant,3.0,1.0,4.0,8.0,84,3,2809.3199999999997,936.4399999999999,1.0,0,0.0,1,1.0,0
CUST00148,Dormant,5.0,1.0,4.0,10.0,4,4,3013.01,753.2525,1.0,0,0.0,1,1.0,0
CUST00149,New Customers,5.0,1.0,2.0,8.0,8,1,787.94,787.94,0.0,0,0.0,1,1.0,0
CUST00150,Dormant,4.0,1.0,2.0,7.0,45,3,1355.63,451.8766666666667,0.0,0,0.0,1,1.0,0
CUST00151,High Value Unhappy,3.0,2.0,5.0,10.0,62,7,5530.69,790.0985714285714,3.0,0,0.0,1,1.0,0
CUST00152,High Value Unhappy,4.0,2.0,5.0,11.0,46,7,4989.280000000001,712.7542857142859,4.0,0,0.14285714285714285,1,1.0,0
CUST00153,New Customers,5.0,1.0,2.0,8.0,3,1,977.12,977.12,0.0,0,0.0,1,1.0,0
CUST00154,Promising,5.0,3.0,5.0,13.0,10,8,7145.24,893.155,0.0,0,0.0,1,1.0,0
CUST00155,Dormant,5.0,1.0,3.0,9.0,2,3,2024.8,674.9333333333333,0.0,0,0.0,1,1.0,0
CUST00156,High Value Unhappy,4.0,1.0,5.0,10.0,34,2,4241.75,2120.875,1.0,0,0.5,1,1.0,0
CUST00157,Promising,5.0,2.0,3.0,10.0,0,5,2269.91,453.98199999999997,1.0,0,0.0,1,1.0,1
CUST00158,Dormant,1.0,1.0,2.0,4.0,155,1,812.34,812.34,0.0,0,0.0,1,1.0,1
CUST00159,At-Risk High Value,1.0,1.0,4.0,6.0,474,2,3713.77,1856.885,0.0,0,0.0,1,1.0,1
CUST00160,Dormant,1.0,1.0,2.0,4.0,177,2,1064.66,532.33,1.0,0,0.0,1,1.0,1
CUST00161,Dormant,5.0,1.0,5.0,11.0,20,4,4490.9,1122.725,0.0,0,0.0,1,1.0,0
CUST00162,Dormant,2.0,1.0,2.0,5.0,91,2,1194.5900000000001,597.2950000000001,0.0,0,0.0,1,1.0,1
CUST00163,Dormant,3.0,1.0,1.0,5.0,70,1,275.41,275.41,0.0,0,0.0,1,1.0,0
CUST00164,At-Risk High Value,1.0,2.0,5.0,8.0,222,5,4657.03,931.406,1.0,0,0.0,1,1.0,1
CUST00165,At-Risk High Value,2.0,1.0,3.0,6.0,103,3,1825.77,608.59,0.0,0,0.0,1,1.0,0
CUST00166,New Customers,5.0,1.0,2.0,8.0,15,1,1269.41,1269.41,1.0,0,0.0,1,1.0,0
CUST00167,Dormant,1.0,1.0,1.0,3.0,219,1,423.24,423.24,0.0,0,0.0,1,1.0,1
CUST00168,Dormant,3.0,1.0,5.0,9.0,85,4,4159.16,1039.79,0.0,0,0.0,1,0.75,0
CUST00169,At-Risk High Value,1.0,1.0,3.0,5.0,222,1,1799.45,1799.45,0.0,0,0.0,1,1.0,1
CUST00170,Promising,5.0,3.0,5.0,13.0,9,10,6759.48,675.948,1.0,0,0.0,1,1.0,0
CUST00171,New Customers,5.0,1.0,2.0,8.0,12,1,1077.78,1077.78,0.0,0,0.0,1,1.0,0
CUST00172,High Value Unhappy,5.0,2.0,5.0,12.0,8,7,4910.65,701.5214285714285,3.0,0,0.0,1,1.0,0
CUST00173,Promising,3.0,2.0,2.0,7.0,79,5,1431.69,286.338,1.0,0,0.0,1,1.0,0
CUST00174,At-Risk High Value,2.0,2.0,3.0,7.0,86,6,2361.28,393.5466666666667,2.0,0,0.16666666666666666,1,1.0,0
CUST00175,Dormant,3.0,1.0,4.0,8.0,59,4,3568.3199999999997,892.0799999999999,1.0,0,0.0,1,1.0,1
CUST00176,Dormant,4.0,1.0,4.0,9.0,37,3,3830.31,1276.77,0.0,0,0.0,1,1.0,0
CUST00177,Dormant,3.0,1.0,2.0,6.0,82,2,1003.66,501.83,0.0,0,0.0,1,1.0,0
CUST00178,High Value Unhappy,5.0,3.0,5.0,13.0,5,8,5602.76,700.345,4.0,0,0.25,1,1.0,0
CUST00179,Dormant,4.0,1.0,3.0,8.0,38,3,1585.62,528.54,2.0,0,0.0,1,1.0,0
CUST00180,At-Risk High Value,2.0,1.0,3.0,6.0,96,2,1570.85,785.425,1.0,0,0.5,1,1.0,1
CUST00181,New Customers,5.0,1.0,2.0,8.0,6,1,1107.73,1107.73,0.0,0,0.0,1,0.0,0
CUST00182,New Customers,4.0,1.0,1.0,6.0,31,1,305.3,305.3,0.0,0,0.0,1,1.0,0
CUST00183,At-Risk High Value,1.0,1.0,4.0,6.0,152,3,3246.8900000000003,1082.2966666666669,1.0,0,0.0,1,1.0,1
CUST00184,High Value Unhappy,5.0,2.0,5.0,12.0,14,5,5072.85,1014.57,2.0,0,0.0,1,1.0,1
CUST00185,At-Risk High Value,2.0,2.0,5.0,9.0,114,7,4179.18,597.0257142857143,0.0,0,0.0,1,1.0,0
CUST00186,New Customers,4.0,1.0,1.0,6.0,41,1,714.65,714.65,1.0,0,0.0,1,1.0,0
CUST00187,Dormant,1.0,1.0,2.0,4.0,149,3,1344.75,448.25,1.0,0,0.0,1,1.0,0
CUST00188,High Value Unhappy,4.0,2.0,5.0,11.0,29,7,5810.17,830.0242857142857,3.0,0,0.14285714285714285,1,1.0,1
CUST00189,High Value Unhappy,2.0,3.0,5.0,10.0,140,9,5900.65,655.6277777777777,3.0,0,0.1111111111111111,1,1.0,0
CUST00190,New Customers,5.0,1.0,1.0,7.0,6,1,482.88,482.88,1.0,0,0.0,1,1.0,0
CUST00191,New Customers,4.0,1.0,1.0,6.0,28,1,149.0,149.0,0.0,0,0.0,1,1.0,0
CUST00192,Dormant,3.0,1.0,3.0,7.0,55,3,2263.95,754.65,0.0,0,0.0,1,1.0,0
CUST00193,Dormant,1.0,1.0,1.0,3.0,157,1,424.74,424.74,0.0,0,0.0,1,1.0,1
CUST00194,High Value Unhappy,3.0,2.0,4.0,9.0,80,5,3878.09,775.618,3.0,0,0.4,1,1.0,0
CUST00195,New Customers,4.0,1.0,1.0,6.0,23,1,654.27,654.27,1.0,0,0.0,1,1.0,0
CUST00196,New Customers,4.0,1.0,2.0,7.0,24,2,1272.38,636.19,1.0,0,0.0,1,1.0,1
CUST00197,High Value Unhappy,5.0,3.0,5.0,13.0,15,9,8552.59,950.2877777777778,3.0,0,0.0,1,1.0,0
CUST00198,High Value Unhappy,4.0,3.0,5.0,12.0,37,9,7595.96,843.9955555555556,2.0,0,0.0,1,1.0,0
CUST00199,Dormant,5.0,1.0,4.0,10.0,6,4,3273.56,818.39,1.0,0,0.0,1,1.0,0
CUST00200,Promising,5.0,2.0,5.0,12.0,15,6,6239.45,1039.9083333333333,1.0,0,0.0,1,0.8333333333333334,0
CUST00201,High Value Unhappy,2.0,2.0,5.0,9.0,93,7,6691.56,955.9371428571429,2.0,0,0.0,1,1.0,1
CUST00202,Dormant,2.0,1.0,2.0,5.0,141,1,1220.26,1220.26,0.0,0,0.0,1,1.0,0
CUST00203,Dormant,2.0,1.0,1.0,4.0,114,2,743.3499999999999,371.67499999999995,0.0,0,0.0,1,1.0,1
CUST00204,Promising,4.0,2.0,4.0,10.0,42,5,2706.75,541.35,0.0,0,0.0,1,1.0,0
CUST00205,Promising,4.0,2.0,4.0,10.0,30,5,3202.69,640.538,0.0,0,0.0,1,0.8,0
CUST00206,High Value Unhappy,2.0,3.0,5.0,10.0,118,10,6479.7,647.97,3.0,0,0.1,1,1.0,1
CUST00207,New Customers,5.0,1.0,1.0,7.0,18,1,193.1,193.1,0.0,0,0.0,1,1.0,1
CUST00208,At-Risk High Value,2.0,2.0,5.0,9.0,91,6,6865.35,1144.2250000000001,1.0,0,0.0,1,1.0,1
CUST00209,At-Risk High Value,1.0,2.0,4.0,7.0,279,5,3422.88,684.576,1.0,0,0.2,1,1.0,1
CUST00210,Dormant,2.0,1.0,2.0,5.0,128,2,1254.8700000000001,627.4350000000001,0.0,0,0.0,1,1.0,1
CUST00211,At-Risk High Value,2.0,2.0,5.0,9.0,90,5,27215.920000000002,5443.184,1.0,0,0.0,1,1.0,0
CUST00212,At-Risk High Value,1.0,1.0,3.0,5.0,204,3,2071.6800000000003,690.5600000000001,0.0,0,0.0,1,1.0,1
CUST00213,At-Risk High Value,2.0,1.0,3.0,6.0,86,2,1680.61,840.305,2.0,0,1.0,1,1.0,1
CUST00214,Dormant,3.0,1.0,2.0,6.0,64,1,1427.16,1427.16,0.0,0,0.0,1,1.0,1
CUST00215,Dormant,4.0,1.0,3.0,8.0,34,3,1564.1,521.3666666666667,1.0,0,0.0,1,1.0,1
CUST00216,Dormant,3.0,1.0,2.0,6.0,48,1,1349.42,1349.42,1.0,0,1.0,1,1.0,1
CUST00217,Dormant,3.0,1.0,2.0,6.0,79,3,1179.94,393.31333333333333,0.0,0,0.0,1,1.0,1
CUST00218,New Customers,4.0,1.0,2.0,7.0,23,2,1492.68,746.34,0.0,0,0.0,1,1.0,0
CUST00219,At-Risk High Value,1.0,2.0,4.0,7.0,154,6,2782.79,463.79833333333335,1.0,0,0.0,1,1.0,1
CUST00220,Dormant,4.0,1.0,2.0,7.0,25,3,1450.4099999999999,483.46999999999997,1.0,0,0.0,1,1.0,0
CUST00221,New Customers,5.0,1.0,2.0,8.0,7,2,781.03,390.515,0.0,0,0.0,1,1.0,0
CUST00222,Dormant,1.0,1.0,2.0,4.0,186,2,1259.5,629.75,1.0,0,0.0,1,1.0,1
CUST00223,Dormant,2.0,1.0,1.0,4.0,103,1,757.58,757.58,1.0,0,0.0,1,1.0,1
CUST00224,At-Risk High Value,2.0,1.0,3.0,6.0,89,2,1839.95,919.975,1.0,0,0.5,1,1.0,0
CUST00225,At-Risk High Value,2.0,1.0,4.0,7.0,88,3,3012.6,1004.1999999999999,0.0,0,0.0,1,1.0,1
CUST00226,Dormant,3.0,1.0,3.0,7.0,54,3,2345.42,781.8066666666667,1.0,0,0.3333333333333333,1,1.0,0
